invoice_id,client_id,client_name,invoice_ref,business_unit,region,account_type,payment_method,revenue,cost,profit,tax,margin,days_to_pay,notes,invoice_date
INV000157,CL5331,Smith-Velez,REF-Dn34dX63,Insurance,SA,Government,EFT,111779.03,73276.84,38502.19,11550.66,34.44,78,,2024-03-04
INV000158,CL5845,"Harmon, Patterson and Valentine",REF-PB37xG53,Insurance,WA,Non-profit,Direct Debit,133777.4,66986.09,66791.31,20037.39,49.93,45,,2023-02-21
INV000159,CL4793,Moody-Young,REF-FR22YU04,Retail Banking,NSW,Retail,Cheque,198438.32,147869.72,50568.6,15170.58,25.48,83,,2024-04-16
INV000160,CL1959,Davis-Allen,REF-zp40Vf83,Wealth Management,NT,Retail,Credit Card,343881.08,210598.23,133282.85,39984.86,38.76,11,,2023-04-20
INV000161,CL7446,Charles-Schmidt,REF-Ce21yn38,Retail Banking,VIC,Enterprise,Cheque,124509.74,61094.88,63414.86,19024.46,50.93,49,Fuga iste assumenda cupiditate eum quia.,2024-08-18
INV000162,CL3385,Peterson-Blair,REF-yh63rI76,Treasury,WA,Government,Credit Card,445348.85,264539.04,180809.81,54242.94,40.6,87,Consequatur aperiam pariatur.,2023-01-06
INV000163,CL6551,Morris LLC,REF-ej95Hp05,Wealth Management,VIC,Enterprise,Credit Card,414455.26,276743.99,137711.27,41313.38,33.23,10,,2024-01-11
INV000164,CL6311,Smith LLC,REF-BP79ZE62,Wealth Management,TAS,Government,BPAY,319779.26,173296.75,146482.51,43944.75,45.81,87,Deleniti praesentium optio enim asperiores repellat.,2023-07-13
INV000165,CL9177,Wang Group,REF-PU99yy50,Treasury,VIC,Government,Credit Card,204653.34,88621.74,116031.6,34809.48,56.7,85,Esse sequi fugiat.,2023-01-02
INV000166,CL4034,Hodges Group,REF-al34Zt65,Insurance,NT,Non-profit,EFT,469136.24,264162.83,204973.41,61492.02,43.69,15,,2024-02-13
INV000167,CL8909,Harvey-Ross,REF-eu23BR67,Wealth Management,VIC,Enterprise,BPAY,380526.75,271898.78,108627.97,32588.39,28.55,31,,2024-08-24
INV000168,CL8274,Wall-Medina,REF-Uc55jc72,Treasury,TAS,Enterprise,Direct Debit,81586.61,57045.42,24541.19,7362.36,30.08,44,,2023-06-23
INV000169,CL1108,"Francis, Nguyen and Trevino",REF-ew36qe14,Retail Banking,TAS,Non-profit,EFT,158048.55,63226.29,94822.26,28446.68,60.0,15,,2024-08-16
INV000170,CL8203,Combs and Sons,REF-hC49LN47,Retail Banking,TAS,Non-profit,Credit Card,330794.84,146616.05,184178.79,55253.64,55.68,87,,2023-05-29
INV000171,CL1622,Lewis-Daniels,REF-kh20pd57,Retail Banking,NSW,Non-profit,Credit Card,336729.26,227549.36,109179.9,32753.97,32.42,7,Ab delectus porro eligendi quisquam at.,2023-09-24
INV000172,CL6831,Ibarra LLC,REF-Sl82YU34,Operations,SA,Retail,Direct Debit,289135.43,148319.14,140816.29,42244.89,48.7,35,,2024-10-18
INV000173,CL1119,"Davis, Hayes and Johnston",REF-ZH03jf80,Insurance,NT,Retail,BPAY,356663.4,150247.67,206415.73,61924.72,57.87,24,Repudiandae aliquid doloribus in modi.,2024-01-02
INV000174,CL2256,Bowers-Johnson,REF-Dg14ZF10,Insurance,TAS,SME,EFT,53071.1,22229.45,30841.65,9252.5,58.11,41,,2023-06-22
INV000175,CL7370,Olsen and Sons,REF-as53Ho28,Retail Banking,NSW,Retail,BPAY,18441.71,9326.87,9114.84,2734.45,49.43,79,,2024-12-13
INV000176,CL1164,Nixon Ltd,REF-Qb79PP78,Retail Banking,QLD,Government,EFT,422474.27,260951.94,161522.33,48456.7,38.23,88,Necessitatibus expedita dignissimos.,2024-09-03
INV000177,CL7149,Reed Group,REF-xf31vl08,Operations,SA,SME,BPAY,383832.1,163021.72,220810.38,66243.11,57.53,24,Fugiat modi quidem omnis nisi tempora.,2024-12-09
INV000178,CL3111,Walker Ltd,REF-JP39MJ53,Treasury,QLD,Non-profit,EFT,143393.83,94622.41,48771.42,14631.43,34.01,71,,2023-01-15
INV000179,CL7171,Newman Group,REF-sF74qA85,Insurance,TAS,SME,Direct Debit,18240.05,10861.89,7378.16,2213.45,40.45,29,Molestias perspiciatis ducimus distinctio soluta.,2024-07-02
INV000180,CL2567,Lang-Rodgers,REF-Ca07Wi46,Corporate Banking,ACT,Non-profit,Direct Debit,220093.0,119813.87,100279.13,30083.74,45.56,80,Dolorem mollitia placeat magni ducimus tempora.,2024-12-04
INV000181,CL7448,Blanchard-House,REF-ZI52yJ32,Treasury,NT,Retail,Cheque,117783.48,81685.96,36097.52,10829.26,30.65,37,Numquam porro iste blanditiis cupiditate.,2024-09-07
INV000182,CL1668,Phillips-Morrison,REF-TC69HK68,Retail Banking,QLD,Enterprise,BPAY,400185.85,271093.28,129092.57,38727.77,32.26,33,,2024-12-20
INV000183,CL7686,"Cuevas, Wilson and Cunningham",REF-Wj41uq98,Corporate Banking,NT,SME,Direct Debit,161938.07,108293.0,53645.07,16093.52,33.13,33,,2023-09-14
INV000184,CL6675,Young-Pace,REF-Kw32uC63,Corporate Banking,TAS,Government,BPAY,372160.62,204749.64,167410.98,50223.29,44.98,31,,2024-05-11
INV000185,CL5657,"Clay, Lopez and Martinez",REF-ia66Bv54,Insurance,SA,Enterprise,BPAY,413838.63,265352.68,148485.95,44545.79,35.88,24,Aperiam et accusantium debitis.,2023-01-24
INV000186,CL4913,Watkins-Thompson,REF-lh17yz28,Insurance,WA,Enterprise,Cheque,134875.23,84364.02,50511.21,15153.36,37.45,9,,2024-07-17
INV000187,CL8212,White Inc,REF-HW71qH27,Retail Banking,TAS,SME,BPAY,267827.02,120661.21,147165.81,44149.74,54.95,36,,2024-07-03
INV000188,CL6300,Mccarthy-Holmes,REF-Bm96gj65,Retail Banking,NT,Non-profit,EFT,230131.53,99064.53,131067.0,39320.1,56.95,28,Quidem necessitatibus beatae magni doloremque.,2023-12-03
INV000189,CL7274,Hodge-Wells,REF-ED24uc38,Retail Banking,SA,Retail,Direct Debit,344262.36,241030.87,103231.49,30969.45,29.99,63,Dolorum illo autem tenetur.,2024-03-05
INV000190,CL6219,"Baldwin, Hughes and Garcia",REF-Yq37Oc68,Treasury,ACT,Enterprise,EFT,37589.73,23847.51,13742.22,4122.67,36.56,25,Dignissimos at consequuntur blanditiis nisi consectetur.,2023-11-28
INV000191,CL8871,"Turner, Harvey and Williams",REF-jP84FP57,Treasury,TAS,SME,Cheque,261194.41,126406.15,134788.26,40436.48,51.6,12,,2023-10-02
INV000192,CL5735,Armstrong LLC,REF-OI96Yg17,Retail Banking,NSW,Enterprise,Credit Card,237943.39,142726.99,95216.4,28564.92,40.02,45,,2024-12-16
INV000193,CL6176,"Hernandez, Vasquez and Cross",REF-NA84cF83,Retail Banking,TAS,Non-profit,Direct Debit,401751.38,282942.83,118808.55,35642.57,29.57,80,,2024-08-23
INV000194,CL8528,"Gonzalez, Fitzgerald and Castro",REF-Cm00AM01,Corporate Banking,SA,Non-profit,EFT,426693.39,226518.95,200174.44,60052.33,46.91,12,Officiis architecto assumenda aperiam nisi.,2024-03-15
INV000195,CL7412,"Fernandez, Nelson and Freeman",REF-qR45NA68,Corporate Banking,WA,Non-profit,Cheque,402292.9,287840.51,114452.39,34335.72,28.45,86,Est aliquam amet natus placeat.,2024-02-14
INV000196,CL9820,"Franco, Davis and Harrison",REF-nT98aI92,Wealth Management,ACT,Non-profit,Credit Card,220434.44,157153.36,63281.08,18984.32,28.71,63,,2023-06-24
INV000197,CL4920,"Schwartz, Jones and Mcpherson",REF-Kv68ww19,Insurance,VIC,Government,Direct Debit,78501.74,56683.82,21817.92,6545.38,27.79,79,,2023-11-28
INV000198,CL5271,Wilson-Hopkins,REF-eZ02ML15,Insurance,VIC,Non-profit,BPAY,37977.48,26345.96,11631.52,3489.46,30.63,25,,2023-10-02
INV000199,CL3148,Schultz-Miles,REF-QM84mC58,Operations,NSW,Government,Cheque,386591.2,183397.76,203193.44,60958.03,52.56,76,Temporibus error voluptates.,2023-01-11
INV000200,CL5605,"Chen, Davenport and White",REF-fs06zF08,Operations,VIC,Enterprise,Direct Debit,128548.61,73058.49,55490.12,16647.04,43.17,73,,2023-07-07
INV000201,CL4561,"Kramer, Ortega and Valdez",REF-Mw11mw86,Wealth Management,QLD,Retail,Direct Debit,160932.82,95714.09,65218.73,19565.62,40.53,28,Blanditiis veritatis perferendis similique.,2024-12-28
INV000202,CL9223,Dawson-Tyler,REF-Wi62TB99,Retail Banking,QLD,Enterprise,EFT,415656.17,303396.55,112259.62,33677.89,27.01,10,,2023-07-19
INV000203,CL9773,"Holder, Bates and Goodwin",REF-Zv36to10,Retail Banking,ACT,Non-profit,Direct Debit,27124.51,13167.84,13956.67,4187.0,51.45,60,,2023-01-30
INV000204,CL8966,Prince-Robinson,REF-kc74gl16,Corporate Banking,WA,Government,Credit Card,153230.82,105449.52,47781.3,14334.39,31.18,66,Neque accusantium unde asperiores voluptate reiciendis.,2023-04-17
INV000205,CL8914,"Smith, Morales and Williams",REF-bg62Xa43,Treasury,NT,Retail,Direct Debit,445027.21,224063.97,220963.24,66288.97,49.65,35,,2023-06-30
INV000206,CL4354,Schultz-Carr,REF-pu17ZQ76,Corporate Banking,ACT,Non-profit,Cheque,322266.0,192963.29,129302.71,38790.81,40.12,51,,2024-07-25
INV000207,CL2482,Pruitt Ltd,REF-SZ72QR17,Wealth Management,QLD,Retail,EFT,373048.06,163918.96,209129.1,62738.73,56.06,72,,2024-01-15
INV000208,CL1092,Vega LLC,REF-oe29qH59,Corporate Banking,WA,Enterprise,Credit Card,186633.72,94241.65,92392.07,27717.62,49.5,81,,2024-08-31
INV000209,CL2649,Carr-Thompson,REF-hP58dp34,Operations,WA,Non-profit,Cheque,339439.52,163678.11,175761.41,52728.42,51.78,90,Possimus perferendis ipsam optio suscipit.,2024-09-08
INV000210,CL8188,Mays PLC,REF-es24Nr79,Treasury,ACT,Government,BPAY,404007.78,201950.18,202057.6,60617.28,50.01,40,Accusantium odio minima.,2024-03-02
INV000211,CL1792,Carrillo-Hernandez,REF-tc73Lq73,Insurance,SA,Non-profit,Cheque,438316.77,214277.73,224039.04,67211.71,51.11,85,Repellendus optio sint eaque.,2024-03-17
INV000212,CL8958,"Moran, Duran and Butler",REF-eC85iF26,Treasury,SA,Government,Cheque,67543.64,32470.76,35072.88,10521.86,51.93,77,,2023-08-27
INV000213,CL4183,"Lopez, Miranda and Alexander",REF-QD67Wi30,Corporate Banking,TAS,Retail,Cheque,478259.72,346369.05,131890.67,39567.2,27.58,52,,2023-05-21
INV000214,CL8271,Sanchez LLC,REF-BE89Im23,Wealth Management,VIC,Retail,Direct Debit,346609.85,193324.85,153285.0,45985.5,44.22,21,,2023-06-27
INV000215,CL8168,Haley PLC,REF-Oe34kO81,Treasury,NT,Enterprise,BPAY,480710.11,346810.17,133899.94,40169.98,27.85,89,Magnam tempora ut modi similique.,2024-07-19
INV000216,CL5159,"Cook, Schmidt and Robertson",REF-GR61Ub95,Wealth Management,WA,Enterprise,Credit Card,39588.38,23501.38,16087.0,4826.1,40.64,25,,2023-12-01
INV000217,CL8258,Schultz-Sanford,REF-ez75bR44,Treasury,QLD,Retail,Direct Debit,208908.76,155228.44,53680.32,16104.1,25.7,51,Dolor suscipit quasi nostrum quisquam fugiat.,2023-11-24
INV000218,CL3187,Johnson PLC,REF-MB60ka08,Retail Banking,TAS,Government,Credit Card,392862.81,277012.31,115850.5,34755.15,29.49,47,Est voluptatibus officiis velit voluptatibus.,2023-10-21
INV000219,CL9121,Smith Group,REF-Zu43uj31,Treasury,ACT,SME,Direct Debit,160693.83,65327.52,95366.31,28609.89,59.35,29,,2024-06-23
INV000220,CL2411,Smith PLC,REF-Zq84JB33,Corporate Banking,VIC,Non-profit,Direct Debit,95497.42,44281.68,51215.74,15364.72,53.63,56,Labore maxime debitis dicta.,2024-02-17
INV000221,CL9481,"Dixon, Flores and Elliott",REF-aU77Em58,Treasury,TAS,Non-profit,EFT,262789.17,129355.13,133434.04,40030.21,50.78,43,,2024-12-24
INV000222,CL2851,Sanders-Williams,REF-TT80oR07,Corporate Banking,WA,Government,EFT,104040.64,46932.17,57108.47,17132.54,54.89,74,,2024-08-04
INV000223,CL4818,"Powell, Williams and Andrews",REF-kw14nv32,Treasury,NT,Non-profit,EFT,239459.32,150695.69,88763.63,26629.09,37.07,28,Fugiat eos sed facere laboriosam.,2023-10-27
INV000224,CL3631,"Stewart, Mitchell and Mcneil",REF-Sv77Pk66,Insurance,VIC,SME,Cheque,137631.18,60498.65,77132.53,23139.76,56.04,20,,2024-10-04
INV000225,CL1585,Ingram Group,REF-Vy49MA50,Treasury,WA,Non-profit,Direct Debit,436128.93,314892.26,121236.67,36371.0,27.8,40,,2024-10-11
INV000226,CL5330,Flores-Henson,REF-oQ49xh74,Operations,SA,Retail,EFT,82721.67,48203.88,34517.79,10355.34,41.73,34,Blanditiis dolorum quod.,2023-05-12
INV000227,CL9151,"Sanders, Velez and Freeman",REF-iG67FE45,Operations,QLD,Retail,Credit Card,281125.78,144734.31,136391.47,40917.44,48.52,26,,2024-10-30
INV000228,CL8995,Moore Inc,REF-MG96hM22,Operations,VIC,SME,Credit Card,138722.22,76542.96,62179.26,18653.78,44.82,18,,2024-11-13
INV000229,CL4960,Schneider PLC,REF-BK89da44,Treasury,TAS,Enterprise,Cheque,366618.85,216729.4,149889.45,44966.83,40.88,44,,2024-07-19
INV000230,CL1129,Santiago PLC,REF-nM93pv76,Retail Banking,VIC,Non-profit,Credit Card,382317.42,156812.12,225505.3,67651.59,58.98,38,,2023-02-18
INV000231,CL2434,Cooper-Savage,REF-jM81Wy16,Retail Banking,VIC,Non-profit,BPAY,306026.51,192268.02,113758.49,34127.55,37.17,15,,2023-03-06
INV000232,CL6460,"Nelson, Adams and Patrick",REF-fl11Sr58,Insurance,SA,Retail,Cheque,272188.08,134884.3,137303.78,41191.13,50.44,69,,2023-11-10
INV000233,CL7661,Floyd Group,REF-jJ69AN79,Treasury,VIC,Non-profit,BPAY,430140.74,181175.23,248965.51,74689.65,57.88,78,,2023-10-19
INV000234,CL2174,"Wilson, Black and Stone",REF-sL98QY73,Corporate Banking,TAS,Retail,Direct Debit,302263.77,142430.88,159832.89,47949.87,52.88,8,,2024-07-10
INV000235,CL3229,Murray Group,REF-yJ03lC50,Retail Banking,QLD,Enterprise,EFT,167851.82,88164.37,79687.45,23906.23,47.47,67,Occaecati mollitia quod libero tempore magni.,2023-04-30
INV000236,CL9720,Jackson and Sons,REF-vM11zK30,Wealth Management,ACT,Retail,BPAY,305672.82,162664.81,143008.01,42902.4,46.78,54,Et quasi asperiores.,2024-12-19
INV000237,CL4042,"Anderson, Miranda and Woodward",REF-RK22rF84,Retail Banking,QLD,SME,Direct Debit,335418.7,139095.29,196323.41,58897.02,58.53,58,,2023-11-01
INV000238,CL2693,Reyes LLC,REF-St08bs27,Operations,WA,Enterprise,Direct Debit,316292.4,135285.55,181006.85,54302.06,57.23,57,,2024-05-25
INV000239,CL6810,Hicks Inc,REF-vb44Ib27,Corporate Banking,VIC,Retail,EFT,195733.07,134753.25,60979.82,18293.95,31.15,52,,2023-07-12
INV000240,CL3836,Morrow-Barton,REF-Uv90mf34,Insurance,QLD,Retail,BPAY,430969.82,295952.97,135016.85,40505.06,31.33,45,,2024-12-29
INV000241,CL4342,Roy-Martinez,REF-Gv21lk98,Insurance,VIC,Enterprise,EFT,357897.95,212820.94,145077.01,43523.1,40.54,13,,2024-12-31
INV000242,CL8530,"Greene, Lawrence and Simmons",REF-Mw18Lk83,Wealth Management,VIC,Non-profit,Credit Card,414788.44,296160.79,118627.65,35588.29,28.6,35,Quaerat fugit enim ex molestias officia.,2023-04-28
INV000243,CL8193,Waters Inc,REF-fc95dA59,Retail Banking,VIC,Enterprise,EFT,430740.08,257663.29,173076.79,51923.04,40.18,78,,2023-01-18
INV000244,CL7604,"Hunt, Chapman and Edwards",REF-HZ04Ca06,Corporate Banking,SA,SME,Direct Debit,289024.87,215139.54,73885.33,22165.6,25.56,12,Magni ex rem vel quasi.,2024-09-19
INV000245,CL3216,"Snow, Whitaker and Rose",REF-PC55hf62,Retail Banking,NT,Non-profit,Cheque,8426.03,4446.03,3980.0,1194.0,47.23,88,Amet reiciendis ipsa consequuntur quae necessitatibus.,2024-09-17
INV000246,CL2035,"Williams, Perez and Sanchez",REF-Cx09CV85,Insurance,NSW,Enterprise,EFT,406144.43,280369.95,125774.48,37732.34,30.97,65,,2023-07-02
INV000247,CL5243,Collins PLC,REF-Zo64IO57,Treasury,TAS,Retail,Credit Card,312052.83,162867.3,149185.53,44755.66,47.81,35,,2023-03-11
INV000248,CL1808,Perez-Simpson,REF-wd12qn76,Corporate Banking,NT,Retail,Cheque,281513.68,133533.44,147980.24,44394.07,52.57,22,,2024-11-02
INV000249,CL5491,"Evans, Castillo and Sweeney",REF-Ac86ch03,Operations,NT,Retail,Direct Debit,8589.77,3511.54,5078.23,1523.47,59.12,84,Odio inventore maxime praesentium.,2023-06-13
INV000250,CL8263,Cabrera-Lester,REF-Yd47CV06,Treasury,QLD,Non-profit,Credit Card,143996.77,58596.15,85400.62,25620.19,59.31,88,,2024-06-19
INV000251,CL1847,Johnson-Taylor,REF-Kp59dn05,Wealth Management,TAS,Retail,EFT,154840.33,93572.2,61268.13,18380.44,39.57,30,,2024-11-06
INV000252,CL8962,Foster-Lewis,REF-tV94pg20,Treasury,WA,Enterprise,EFT,453534.81,321251.49,132283.32,39685.0,29.17,64,,2023-05-16
INV000253,CL4684,Taylor LLC,REF-rP49fB81,Corporate Banking,ACT,Retail,BPAY,198147.31,94106.6,104040.71,31212.21,52.51,66,Numquam blanditiis aperiam doloribus pariatur est.,2023-05-12
INV000254,CL1941,"Gonzalez, Martinez and Jones",REF-Kd87rn11,Treasury,WA,Government,BPAY,128146.52,72426.46,55720.06,16716.02,43.48,31,Ex aspernatur officia vero.,2023-01-01
INV000255,CL9258,"Wilcox, Smith and Morris",REF-EO05zw07,Insurance,NSW,Retail,Direct Debit,443676.7,187314.99,256361.71,76908.51,57.78,88,,2024-01-24
INV000256,CL5884,Waters-Glover,REF-rI12zr99,Insurance,VIC,Retail,EFT,358588.49,155965.51,202622.98,60786.89,56.51,17,,2024-06-11
INV000257,CL8338,Porter-Brown,REF-CQ79kR22,Wealth Management,SA,Government,Direct Debit,427204.2,174366.86,252837.34,75851.2,59.18,88,,2024-06-15
INV000258,CL7126,"Robbins, Holloway and Martinez",REF-BT83AP14,Retail Banking,NSW,Enterprise,BPAY,14290.55,10415.02,3875.53,1162.66,27.12,34,,2023-05-10
INV000259,CL8140,"Molina, Webb and Oliver",REF-lF87Vm26,Corporate Banking,NSW,Government,EFT,8752.43,5904.78,2847.65,854.29,32.54,76,,2024-09-14
INV000260,CL1290,"Taylor, Snyder and Larson",REF-QU43He74,Insurance,SA,SME,Credit Card,474324.79,272233.97,202090.82,60627.25,42.61,60,,2023-01-13
INV000261,CL2946,Ross Ltd,REF-Jo98wz19,Retail Banking,SA,SME,Credit Card,399782.57,205267.25,194515.32,58354.6,48.66,48,,2023-06-05
INV000262,CL4314,Chung Ltd,REF-iu32Vr05,Operations,ACT,Retail,BPAY,278971.97,128260.69,150711.28,45213.38,54.02,73,,2023-07-05
INV000263,CL8846,Gates-Williamson,REF-UM84nz65,Corporate Banking,NT,Non-profit,Direct Debit,450949.48,232235.08,218714.4,65614.32,48.5,74,Voluptatum at voluptate deleniti quia.,2023-01-04
INV000264,CL4830,Stewart LLC,REF-Cg85wg44,Operations,TAS,Government,Direct Debit,347605.76,146351.7,201254.06,60376.22,57.9,70,,2024-12-26
INV000265,CL3586,Davis and Sons,REF-xK44Eo99,Wealth Management,WA,Government,Cheque,407187.95,286453.78,120734.17,36220.25,29.65,36,,2023-06-12
INV000266,CL8877,Mejia-Stone,REF-FT55oO95,Treasury,ACT,Government,Direct Debit,150129.86,104672.5,45457.36,13637.21,30.28,53,,2023-09-11
INV000267,CL6457,Richards-Campbell,REF-Do44Bc14,Operations,QLD,Enterprise,Cheque,225698.52,155447.28,70251.24,21075.37,31.13,55,Soluta natus dolor dolorum debitis alias.,2024-12-11
INV000268,CL6186,Lee Group,REF-dH08yN65,Wealth Management,TAS,Government,EFT,178611.06,117957.34,60653.72,18196.12,33.96,83,,2024-02-27
INV000269,CL2927,Richardson LLC,REF-kU62bH27,Corporate Banking,WA,Enterprise,BPAY,140471.7,88679.29,51792.41,15537.72,36.87,22,,2023-01-20
INV000270,CL5560,Castillo Ltd,REF-CH11RH05,Wealth Management,QLD,Retail,Cheque,454302.29,259294.04,195008.25,58502.47,42.92,55,,2024-04-16
INV000271,CL7674,Ortiz-Gonzales,REF-hA37Sa97,Corporate Banking,QLD,Retail,BPAY,81464.99,60201.26,21263.73,6379.12,26.1,7,Harum ea minus.,2024-09-20
INV000272,CL5926,Montgomery-Lopez,REF-na06qx40,Operations,SA,Non-profit,BPAY,305837.89,191261.3,114576.59,34372.98,37.46,75,Debitis recusandae tenetur incidunt.,2024-06-29
INV000273,CL4312,"Hart, Vaughan and Mendoza",REF-YG18OT33,Operations,NT,Non-profit,Credit Card,11096.47,4462.44,6634.03,1990.21,59.79,47,,2024-08-04
INV000274,CL2794,Mcintosh-Malone,REF-vj42VQ42,Operations,TAS,SME,BPAY,169213.78,88008.15,81205.63,24361.69,47.99,74,,2023-03-17
INV000275,CL6552,"Smith, Franklin and Gardner",REF-dH56eL44,Operations,VIC,SME,EFT,364056.39,266623.48,97432.91,29229.87,26.76,20,Hic minus quia.,2023-04-15
INV000276,CL9133,Williams Ltd,REF-WQ99Qj38,Treasury,QLD,Retail,Cheque,462932.71,296856.03,166076.68,49823.0,35.87,58,,2024-09-24
INV000277,CL9523,Olson Inc,REF-qk85WA55,Insurance,WA,Government,BPAY,371849.88,174663.81,197186.07,59155.82,53.03,73,,2024-09-04
INV000278,CL4409,"James, Perez and Farley",REF-dG30vZ45,Wealth Management,NSW,Non-profit,BPAY,14227.03,8021.27,6205.76,1861.73,43.62,63,Possimus tenetur laborum iure est eligendi.,2023-02-22
INV000279,CL9113,"Watson, Orozco and Richard",REF-FE92Yj77,Operations,SA,SME,Credit Card,293902.98,142226.93,151676.05,45502.81,51.61,49,Optio modi quas molestias praesentium.,2024-11-15
INV000280,CL7430,Brown Inc,REF-yq39sl98,Treasury,QLD,Government,Direct Debit,56728.1,27362.13,29365.97,8809.79,51.77,7,Architecto neque nostrum ipsum officia cupiditate.,2023-12-17
INV000281,CL3377,Smith-Herrera,REF-QS67Lk22,Corporate Banking,SA,Retail,EFT,258425.43,152187.01,106238.42,31871.53,41.11,44,,2023-12-08
INV000282,CL3564,Hill-Baker,REF-OH30Fq92,Insurance,SA,Enterprise,EFT,194505.18,133300.89,61204.29,18361.29,31.47,8,Recusandae rem esse tenetur consectetur mollitia.,2024-06-05
INV000283,CL5861,"Gray, Tate and Johnson",REF-uO16Uo50,Corporate Banking,NT,Government,Direct Debit,236528.85,174097.65,62431.2,18729.36,26.39,20,,2023-10-15
INV000284,CL1557,"Turner, Gonzalez and Watkins",REF-gs97Aq27,Corporate Banking,SA,Government,Credit Card,13656.0,9396.32,4259.68,1277.9,31.19,11,Hic quam deleniti facere molestias.,2024-12-09
INV000285,CL9303,Carr Inc,REF-om46df03,Treasury,ACT,SME,Credit Card,432260.86,191758.61,240502.25,72150.68,55.64,23,,2023-03-17
INV000286,CL9601,Martinez-Garcia,REF-AU08xQ13,Corporate Banking,ACT,Retail,Credit Card,457180.97,260205.87,196975.1,59092.53,43.08,40,,2023-04-19
INV000287,CL9958,"Bell, Jones and Clark",REF-vz48XE93,Operations,WA,Enterprise,BPAY,191310.92,114633.59,76677.33,23003.2,40.08,49,,2024-02-05
INV000288,CL3570,Smith Ltd,REF-xL32xH21,Treasury,NSW,Government,Credit Card,296881.62,123464.6,173417.02,52025.11,58.41,60,Id dolore possimus eius iusto aliquid.,2024-06-08
INV000289,CL1179,Tapia-Gregory,REF-TP20Yd47,Wealth Management,ACT,Non-profit,Cheque,20611.06,13553.35,7057.71,2117.31,34.24,73,,2024-03-24
INV000290,CL8280,"Wallace, Parker and Morales",REF-IL91qx80,Retail Banking,VIC,Retail,Direct Debit,187155.93,102140.83,85015.1,25504.53,45.42,26,Accusantium aspernatur praesentium reiciendis libero iure.,2024-10-24
INV000291,CL7100,Oneill-Benton,REF-Si61QN27,Operations,NSW,Enterprise,Credit Card,469986.73,262195.03,207791.7,62337.51,44.21,46,,2024-12-28
INV000292,CL8206,Hale-Brown,REF-VI92CX36,Wealth Management,NT,SME,EFT,116720.53,69956.53,46764.0,14029.2,40.06,71,,2024-01-09
INV000293,CL9718,Jones LLC,REF-js40yU13,Operations,TAS,SME,BPAY,208269.45,102334.13,105935.32,31780.6,50.86,67,,2023-08-13
INV000294,CL6701,Richardson-Cain,REF-gz72rl87,Retail Banking,SA,SME,EFT,423833.16,193346.14,230487.02,69146.11,54.38,66,,2024-03-18
INV000295,CL4582,Carroll Group,REF-xp50zo68,Insurance,NSW,Enterprise,Direct Debit,119144.08,77044.67,42099.41,12629.82,35.33,59,Ipsa delectus animi corrupti.,2023-01-31
INV000296,CL6527,"Harper, Marks and Miller",REF-Rw30jn22,Operations,SA,Non-profit,Direct Debit,116678.93,62260.11,54418.82,16325.65,46.64,62,,2024-04-11
INV000297,CL3209,"Fields, Taylor and Nicholson",REF-GH37sQ19,Treasury,ACT,Retail,Direct Debit,398631.32,166129.52,232501.8,69750.54,58.33,69,,2023-01-31
